API14,Well Name,Well Number,Lease Name,Operator Alias (Legacy),Operator Company Name,Operator (Reported),Operator Ticker,Field,County/Parish,DI Basin,DI Play,DI Subplay,Formation at Total Depth,Target Formation,Producing Reservoir,Elevation,Elevation Type,Ground Elevation,Measured Depth (TD),True Vertical Depth,Production Type,Well Status,Producing Entity Count,Producing Entity ID,Producing Entity Type,Producing Entity Lease Number,Spud Date,Completion Date,Drill Type,Upper Perforation,Lower Perforation,Gross Perforated Interval,Horizontal Length,DI Lateral Length,First Prod Date,Last Prod Date,Months Produced,Start Date (First Treatment Job),End Date (First Treatment Job),First Test Gas Volume,First Test Oil Volume,First Test Water Volume,First Test Hours Tested,First Test Production Method,First Well Test Date,First Reported Test Type,Last Well Test Date,Last Test Type,Peak BOE,Peak BOE Month No.,Peak Gas,Peak Gas Month No.,Peak Oil,Peak Oil Month No.,Peak MMCFGE,Peak MMCFGE Month No.,Peak BOE per perforated Ft,Peak Gas per perforated Ft,Peak Oil per perforated Ft,Cum BOE,Cum Gas,Cum Oil,Cum Water,Cum GOR,Cum BCFGE,Cum MMCFGE,Latest Gas,Latest Oil,Latest Water,Latest GOR,2nd Month GOR,First 6 BOE,First 6 Gas,First 6 Oil,First 6 Water,First 6 BOE per perforated Ft,First 6 Gas per perforated Ft,First 6 Oil per perforated Ft,First 12 BOE,First 12 Gas,First 12 Oil,First 12 Water,First 12 MMCFGE,First 12 BOE per perforated Ft,First 12 Gas per perforated Ft,First 12 Oil per perforated Ft,Last 12 Gas,Last 12 Oil,Last 12 Water,AAPG Geologic Province,Play Assessment Basin,State,Section,Township,Range,Quarter Quarter,District,Abstract,Block,Survey,Shallowest Perforation,Deepest Perforation,Gross Perforated Interval (Multiple Prod Entities),Oil Gatherer,Gas Gatherer,Oil Gravity,Gas Gravity,Surface Hole Latitude (WGS84),Surface Hole Longitude (WGS84),Bottom Hole Latitude (WGS84),Bottom Hole Longitude (WGS84)
30015412810000,POKER LAKE CVX JV PC COM,018H,POKER LAKE CVX JV PC COM,XTO PERMIAN OPERATING LLC,EXXON MOBIL,XTO PERMIAN OPERATING LLC.,XOM,NASH DRAW,EDDY (NM),DELAWARE,DELAWARE,,2ND BONE SPRING SAND,"BONE SPRING, EAST",MULTIPLE,3181.00,KB,3159.93,,9864.00,OIL,ACTIVE,2,"128357964,128633081",MULTIPLE,MULTIPLE,2013-11-18,2014-02-12,H,10137.00,16648.00,6511.00,1011.23,6511.00,2014-02-01,2022-12-01,104,,,832.00,610.00,422.00,24.00,PUMPING,2014-03-15,InitialPotentialTest,2014-03-15,InitialPotentialTest,11810.50,2,25578.00,78,9488.00,2,70.8630,2,1.81,3.93,1.46,325155.47,772689.00,196374.00,129645.00,3934.78,1.9509,1950.9330,695.00,1746.00,635.00,398.05,1468.70,48327.67,58960.00,38501.00,24591.00,7.42,9.06,5.91,77669.17,118675.00,57890.00,38344.00,466.0150,11.93,18.23,8.89,6305.0000,13454.0000,6968.0000,PERMIAN BASIN,Delaware Basin,NM,18,24S,30E,SWSE,,,,,10137.00000,16648.00000,6511.00,MULTIPLE,MULTIPLE,,,32.2137996,-103.9199584,32.2165769,-103.9198278
30015412740000,SRO STATE COM,020H,SRO STATE COM,CONCHO OPERATING,CONOCOPHILLIPS,COG OPERATING LLC,COP,RED BLUFF,EDDY (NM),DELAWARE,DELAWARE,,T. WOLFCAMP,"BONE SPRING, SOUTH","BONE SPRING, S (ABAND)",2935.60,KB,2918.10,15303.60,8149.90,OIL,ACTIVE,1,128358020,COM,040112,2013-06-29,2013-09-11,H,8332.00,15200.00,6868.00,7391.10,6868.00,2013-09-01,2022-12-01,106,,,730.00,878.00,1957.00,24.00,FLOWING,2013-09-28,InitialPotentialTest,2013-09-28,InitialPotentialTest,18890.00,2,43074.00,2,11711.00,2,113.3400,2,2.75,6.27,1.71,259142.33,703172.00,141947.00,407422.00,4953.76,1.5549,1554.8540,3110.00,556.00,2134.00,5593.53,3678.08,59888.33,129566.00,38294.00,102567.00,8.72,18.87,5.58,87047.83,196907.00,54230.00,143889.00,522.2870,12.67,28.67,7.90,29448.0000,4273.0000,15357.0000,PERMIAN BASIN,Delaware Basin,NM,03,26S,28E,NENE,,,,,8332.00000,15255.00000,6923.00,PLAINS MARKETING L.P.,ETC FIELD SERVICES LLC,,,32.0784774,-104.0696481,32.0581958,-104.0682591
30015412700000,TAOS FEDERAL,004H,TAOS FEDERAL,CIMAREX,COTERRA ENERGY INC.,CIMAREX ENERGY CO.,CTRA,WILLOW LAKE,EDDY (NM),DELAWARE,DELAWARE,,BONE SPRING,"BONE SPRING,WEST","BONE SPRING, WEST",3420.00,KB,3400.00,12146.00,7549.39,OIL,ACTIVE,1,128357786,COM,039820,2013-06-15,2013-08-24,H,7433.00,12115.00,4682.00,4737.29,4682.00,2013-08-01,2022-12-01,112,2013-08-12,2013-08-13,838.00,200.00,858.00,24.00,GAS LIFT,2013-09-20,InitialPotentialTest,2013-09-20,InitialPotentialTest,11631.00,2,27420.00,2,7061.00,2,69.7860,2,2.48,5.86,1.51,145667.00,422910.00,75182.00,295622.00,5625.15,0.8740,874.0020,1814.00,346.00,1114.00,5242.77,3883.30,32673.67,89158.00,17814.00,66397.00,6.98,19.04,3.80,49102.33,138914.00,25950.00,93468.00,294.6140,10.49,29.67,5.54,25149.0000,3557.0000,14775.0000,PERMIAN BASIN,Delaware Basin,NM,31,24S,27E,SESE,,,,,7433.00000,12115.00000,4682.00,HOLLYFRONTIER REFINING & MARKETING LLC,HUNTER GAS GATHERING INC,,,32.1671199,-104.2233441,32.1801400,-104.2231396
30015412590000,DA VINCI 7 FEDERAL COM,002H,DA VINCI 7 FEDERAL COM,CIMAREX,COTERRA ENERGY INC.,CIMAREX ENERGY CO.,CTRA,COTTONWOOD DRAW,EDDY (NM),DELAWARE,DELAWARE,,BONE SPRING,O,BONE SPRING (O),3249.00,KB,3229.00,11690.00,7287.07,OIL,ACTIVE,1,128357820,COM,039932,2013-05-01,2013-06-08,H,7300.00,11662.00,4362.00,4640.63,4362.00,2013-06-01,2022-12-01,115,,,2720.00,471.00,440.00,24.00,GAS LIFT,2013-06-30,InitialPotentialTest,2013-06-30,InitialPotentialTest,23074.00,2,58512.00,2,15833.00,1,138.4440,2,5.29,13.41,3.63,366148.17,1088359.00,184755.00,159010.00,5890.82,2.1969,2196.8890,3391.00,429.00,499.00,7904.43,4392.13,91221.67,217018.00,55052.00,45475.00,20.91,49.75,12.62,132202.83,326633.00,77764.00,59444.00,793.2170,30.31,74.88,17.83,42413.0000,6478.0000,7904.0000,PERMIAN BASIN,Delaware Basin,NM,07,25S,27E,SESE,,,,,7300.00000,11622.00000,4322.00,ENTERPRISE CRUDE OIL LLC,HUNTER GAS GATHERING INC,48.000000,,32.1382240,-104.2227864,32.1509715,-104.2222514
30015412510000,CEDAR CANYON 16 STATE,007H,CEDAR CANYON 16 STATE,OCCIDENTAL PETR,OCCIDENTAL PETROLEUM,OXY USA INC,OXY,PIERCE CROSSING,EDDY (NM),DELAWARE,DELAWARE,,T. 2ND BONE SPRING,"BONE SPRING, EAST","BONE SPRING, EAST",2951.00,KB,2926.00,13774.23,8699.86,OIL,ACTIVE,1,128357814,COM,039668,2013-04-15,2013-08-02,H,9200.00,13680.00,4480.00,5295.52,4480.00,2013-08-01,2022-12-01,103,,,434.00,383.00,347.00,24.00,FLOWING,2013-08-26,InitialPotentialTest,2013-08-26,InitialPotentialTest,10267.00,2,31308.00,51,10267.00,2,61.6020,2,2.29,6.99,2.29,203014.19,279343.00,156457.00,464550.00,1785.43,1.2181,1218.0850,1695.00,773.00,2632.00,2192.76,0.00,36693.00,0.00,36693.00,114055.00,8.19,0.00,8.19,61770.17,26719.00,57317.00,209365.00,370.6210,13.79,5.96,12.79,37655.0000,8555.0000,21970.0000,PERMIAN BASIN,Delaware Basin,NM,15,24S,29E,SWNW,,,,,9200.00000,13560.00000,4360.00,CENTURION PIPELINE L.P.,ENTERPRISE FIELD SERVICES L.L.C.,,,32.2180526,-103.9798357,32.2193310,-103.9968917
30015412460000,POKER LAKE UNIT,428H,POKER LAKE UNIT,XTO PERMIAN OPERATING LLC,EXXON MOBIL,XTO PERMIAN OPERATING LLC.,XOM,NASH DRAW,EDDY (NM),DELAWARE,DELAWARE,,BRUSHY CANYON,AVALON SAND,DELAWARE,3358.00,KB,3336.00,13219.00,7639.89,OIL,ACTIVE,1,128357990,COM,325589,2013-07-26,2013-09-26,H,8125.00,13148.00,5023.00,5882.26,5023.00,2013-09-01,2022-12-01,103,,,1528.00,722.00,1499.00,24.00,PUMPING,2013-10-14,InitialPotentialTest,2013-10-14,InitialPotentialTest,21984.33,2,28958.00,2,17158.00,2,131.9060,2,4.38,5.77,3.42,217427.79,509861.00,132451.00,470623.00,3849.43,1.3046,1304.5670,1932.00,416.00,2604.00,4644.23,1687.73,66691.00,94212.00,50989.00,149673.00,13.28,18.76,10.15,108853.33,218234.00,72481.00,230094.00,653.1200,21.67,43.45,14.43,12995.0000,2150.0000,13527.0000,PERMIAN BASIN,,NM,34,24S,30E,NENW,,,,,8125.00000,13148.00000,5023.00,PLAINS MARKETING L.P.,ENTERPRISE FIELD SERVICES L.L.C.,,,32.1792694,-103.8703569,32.1906546,-103.8838563
30015412410000,POOKY 4 STATE,001H,POOKY 4 STATE,"RAYBAW OPERATING, LLC","RAYBAW OPERATING, LLC","RAYBAW OPERATING, LLC",,WILLOW LAKE,EDDY (NM),DELAWARE,DELAWARE,,T. 2ND BONE SPRING SD,BONE SPRING,BONE SPRING,3033.00,KB,3008.00,12589.00,8162.69,OIL,ACTIVE,1,128357811,COM,330220,2013-06-20,2013-07-29,H,8345.00,12562.00,4217.00,4833.44,4217.00,2013-07-01,2022-12-01,113,2013-07-16,2013-07-18,549.00,592.00,938.00,24.00,FLOWING,2013-08-09,InitialPotentialTest,2013-08-09,InitialPotentialTest,16196.17,2,23034.00,12,13534.00,2,97.1770,2,3.84,5.46,3.21,236280.70,690616.00,121178.00,463914.00,5699.19,1.4177,1417.6840,3807.00,255.00,1309.00,14929.41,1180.21,42515.50,45843.00,34875.00,94520.00,10.08,10.87,8.27,76006.67,129022.00,54503.00,165819.00,456.0400,18.02,30.60,12.92,34193.0000,1706.0000,10873.0000,PERMIAN BASIN,Delaware Basin,NM,04,25S,28E,NENE,,,,,8345.00000,12562.00000,4217.00,MARATHON OIL CO,"DCP OPERATING COMPANY, LP",46.200000,,32.1664276,-104.0855436,32.1531421,-104.0855991
30015412400000,LONE RANGER 33 STATE,002H,LONE RANGER 33 STATE,DEVON,DEVON ENERGY,"DEVON ENERGY PRODUCTION COMPANY, LP",DVN,FOREHAND RANCH,EDDY (NM),DELAWARE,DELAWARE,,BONE SPRING,BONE SPRING,BONE SPRING,3218.00,KB,3193.00,12219.00,7417.72,OIL,ACTIVE,1,128357809,COM,039776,2014-01-02,2014-02-23,H,7599.00,12134.00,4535.00,4891.85,4535.00,2014-02-01,2022-12-01,101,2014-02-10,2014-02-12,,119.00,1484.00,24.00,FLOWING,2014-03-13,InitialPotentialTest,2014-03-13,InitialPotentialTest,4312.67,3,9862.00,3,3068.00,2,25.8760,3,0.95,2.17,0.68,79290.19,159439.00,52717.00,658492.00,3024.43,0.4757,475.7410,1458.00,234.00,4041.00,6230.77,204.69,13677.17,19537.00,10421.00,109498.00,3.02,4.31,2.30,25076.67,46366.00,17349.00,278259.00,150.4600,5.53,10.22,3.83,17362.0000,3419.0000,58170.0000,PERMIAN BASIN,Delaware Basin,NM,33,23S,27E,NESE,,,,,7599.00000,12134.00000,4535.00,MARATHON OIL CO,"DCP OPERATING COMPANY, LP",,,32.2590866,-104.1867294,32.2592758,-104.2025518
30015412390000,NERMAL 4 STATE,001H,NERMAL 4 STATE,"RAYBAW OPERATING, LLC","RAYBAW OPERATING, LLC","RAYBAW OPERATING, LLC",,WILLOW LAKE,EDDY (NM),DELAWARE,DELAWARE,,T. 2ND BONE SPRING SAND,BONE SPRING,BONE SPRING,3032.00,KB,3007.00,12609.00,8097.81,OIL,ACTIVE,1,128357818,COM,330216,2013-05-30,2013-09-06,H,8230.00,12582.00,4352.00,4801.20,4352.00,2013-09-01,2022-12-01,112,2013-08-26,2013-08-26,875.00,647.00,1096.00,24.00,FLOWING,2013-09-18,InitialPotentialTest,2013-09-18,InitialPotentialTest,17718.17,2,50447.00,3,14158.00,1,106.3090,2,4.07,11.59,3.25,288840.01,954498.00,129757.00,506687.00,7356.04,1.7330,1733.0400,4985.00,198.00,1523.00,25176.77,2352.37,87098.33,206666.00,52654.00,133883.00,20.01,47.49,12.10,131065.67,350740.00,72609.00,201680.00,786.3940,30.12,80.59,16.68,71614.0000,3124.0000,28041.0000,PERMIAN BASIN,Delaware Basin,NM,04,25S,28E,NENW,,,,,8230.00000,12582.00000,4352.00,MARATHON OIL CO,"DCP OPERATING COMPANY, LP",46.200000,,32.1664161,-104.0941880,32.1532194,-104.0942829
30015412370000,BISON WALLOW 34 FEDERAL,002H,BISON WALLOW 34 FEDERAL,MEWBOURNE OIL,MEWBOURNE OIL,MEWBOURNE OIL CO,,CORRAL CANYON,EDDY (NM),DELAWARE,DELAWARE,,BONE SPRING,"BONE SPRING, SOUTH","BONE SPRING, SOUTH",3001.00,KB,2981.00,13315.00,8845.90,OIL,ACTIVE,1,128358032,COM,312264,2013-05-04,2013-07-04,H,9195.00,13265.00,4070.00,4876.40,4070.00,2013-06-01,2022-12-01,115,,,311.00,220.00,1652.00,24.00,PUMPING,2013-07-04,InitialPotentialTest,2013-07-21,InitialPotentialTest,10564.83,2,14958.00,3,8352.00,2,63.3890,2,2.60,3.68,2.05,154887.34,365942.00,93897.00,470294.00,3897.27,0.9293,929.3240,3284.00,445.00,3834.00,7379.78,1589.68,34340.83,65111.00,23489.00,98055.00,8.44,16.00,5.77,51699.17,106555.00,33940.00,143235.00,310.1950,12.70,26.18,8.34,39583.0000,4245.0000,36492.0000,PERMIAN BASIN,Delaware Basin,NM,34,25S,29E,SESE,,,,,9195.00000,13265.00000,4070.00,SHELL TRADING US COMPANY,"ETC TEXAS PIPELINE, LTD.",48.600000,,32.0792451,-103.9650675,32.0926485,-103.9651917
30015412210000,STENT 21 FEDERAL COM,002H,STENT 21 FEDERAL COM,OCCIDENTAL PETR,OCCIDENTAL PETROLEUM,OCCIDENTAL PERMIAN LTD,OXY,MALAGA,EDDY (NM),DELAWARE,DELAWARE,,2ND BONE SPRING,BONE SPRING,BONE SPRING,3030.00,KB,3006.00,12733.50,8081.81,OIL,ACTIVE,1,128338741,COM,039774,2013-12-01,2014-01-31,H,8400.00,12580.00,4180.00,4975.14,4180.00,2014-03-01,2022-12-01,84,,,1578.00,222.00,797.00,24.00,FLOWING,2014-02-25,InitialPotentialTest,2014-02-25,InitialPotentialTest,2476.00,1,3413.00,9,2476.00,1,14.8560,1,0.59,0.82,0.59,56734.96,107184.00,38871.00,274176.00,2757.43,0.3404,340.4100,1802.00,509.00,2170.00,3540.28,465.26,8357.67,11500.00,6441.00,60184.00,2.00,2.75,1.54,13756.83,24071.00,9745.00,90118.00,82.5410,3.29,5.76,2.33,20652.0000,6946.0000,29104.0000,PERMIAN BASIN,Delaware Basin,NM,21,24S,28E,SESW,,,,,8400.00000,12580.00000,4180.00,OXY USA INC,OXY USA INC,,,32.1960712,-104.0947153,32.2097204,-104.0957024
30015411990000,SRO STATE COM,039H,SRO STATE COM,CONCHO OPERATING,CONOCOPHILLIPS,COG OPERATING LLC,COP,RED BLUFF,EDDY (NM),DELAWARE,DELAWARE,,T. 1ST BONE SPRING,BONE SPRING,BONE SPRING (ABANDONED),2980.00,KB,2954.00,13029.00,8222.50,OIL,ACTIVE,1,128338711,COM,040112,2015-04-06,2015-05-17,H,8416.00,12864.00,4448.00,4942.07,4448.00,2015-05-01,2022-12-01,92,,,684.00,647.00,1534.00,24.00,FLOWING,2015-06-24,InitialPotentialTest,2015-06-24,InitialPotentialTest,27099.83,3,53225.00,3,18229.00,3,162.5990,3,6.09,11.97,4.10,232460.82,578423.00,136057.00,300028.00,4251.33,1.3948,1394.7650,2033.00,465.00,944.00,4372.04,0.00,73295.67,157450.00,47054.00,103892.00,16.48,35.40,10.58,109427.33,258404.00,66360.00,149088.00,656.5640,24.60,58.09,14.92,26902.0000,7153.0000,21805.0000,PERMIAN BASIN,,NM,03,26S,28E,SESW,,,,,8416.00000,12925.00000,4509.00,PLAINS MARKETING L.P.,ETC FIELD SERVICES LLC,,,32.0782242,-104.0781326,32.0917743,-104.0770006
30015411980000,POKER LAKE UNIT CVX JV PC,016H,POKER LAKE UNIT CVX JV PC,XTO PERMIAN OPERATING LLC,EXXON MOBIL,XTO PERMIAN OPERATING LLC.,XOM,PIERCE CROSSING,EDDY (NM),DELAWARE,DELAWARE,,BONE SPRING,"BONE SPRING, EAST",MULTIPLE,3181.00,KB,3155.06,16590.00,9905.62,OIL,ACTIVE,2,"128338722,128541244",MULTIPLE,MULTIPLE,2013-05-17,2013-07-10,H,10211.00,16322.00,6111.00,6962.81,6111.00,2013-07-01,2022-12-01,109,2013-07-10,2013-07-10,877.00,377.00,1800.00,24.00,PUMPING,2013-07-26,InitialPotentialTest,2013-08-02,InitialPotentialTest,12237.33,2,17870.00,2,9259.00,2,73.4240,2,2.00,2.92,1.52,250564.79,507323.00,166011.00,204612.00,3055.96,1.5034,1503.3890,3528.00,1275.00,1004.00,2767.06,1930.01,43233.17,75499.00,30650.00,67738.00,7.07,12.35,5.02,67456.83,113993.00,48458.00,86961.00,404.7410,11.04,18.65,7.93,47973.0000,10611.0000,11663.0000,PERMIAN BASIN,Delaware Basin,NM,19,24S,30E,SWSE,,,,,10211.00000,16322.00000,6111.00,MULTIPLE,MULTIPLE,,,32.1979114,-103.9194314,32.1787816,-103.9187548
30015411950000,POKER LAKE UNIT CVX JV PC,015H,POKER LAKE UNIT CVX JV PC,XTO PERMIAN OPERATING LLC,EXXON MOBIL,XTO PERMIAN OPERATING LLC.,XOM,PIERCE CROSSING,EDDY (NM),DELAWARE,DELAWARE,,1ST BONE SPRING SHALE,"BONE SPRING, EAST",MULTIPLE,3175.00,KB,3153.00,14371.00,8663.20,OIL,ACTIVE,2,"128338717,128541245",MULTIPLE,MULTIPLE,2013-04-21,2013-07-09,H,9069.00,14332.00,5263.00,5967.98,5263.00,2013-07-01,2022-12-01,111,,,877.00,377.00,1800.00,24.00,PUMPING,2013-07-26,InitialPotentialTest,2013-07-26,InitialPotentialTest,15310.67,2,28984.00,2,10480.00,2,91.8640,2,2.91,5.51,1.99,252686.18,690397.00,137620.00,629010.00,5016.69,1.5161,1516.1170,6018.00,700.00,3080.00,8597.14,2765.65,54389.00,113574.00,35460.00,147622.00,10.33,21.58,6.74,81672.50,193119.00,49486.00,214097.00,490.0350,15.52,36.69,9.40,59291.0000,6401.0000,36443.0000,PERMIAN BASIN,Delaware Basin,NM,19,24S,30E,SWSE,,,,,9069.00000,14332.00000,5263.00,MULTIPLE,MULTIPLE,,,32.1979877,-103.9195230,32.2143882,-103.9199188
30015411940000,CEDAR CANYON 23,002H,CEDAR CANYON 23,OCCIDENTAL PETR,OCCIDENTAL PETROLEUM,OXY USA INC,OXY,PIERCE CROSSING,EDDY (NM),DELAWARE,DELAWARE,,2ND BONE SPRING,BONE SPRING,BONE SPRING,2950.00,KB EST,2927.00,13430.00,8902.10,OIL,ACTIVE,1,128338579,COM,039439,2014-08-17,2015-01-20,H,9195.00,13220.00,4025.00,4462.00,4025.00,2015-02-01,2022-12-01,95,,,337.00,736.00,389.00,24.00,GAS LIFT,2015-02-11,InitialPotentialTest,2015-02-11,InitialPotentialTest,35973.50,2,53264.00,5,35382.00,2,215.8410,2,8.94,13.23,8.79,482561.53,899277.00,332682.00,439382.00,2703.11,2.8954,2895.3690,7759.00,1001.00,108.00,7751.25,100.31,120316.83,149711.00,95365.00,68282.00,29.89,37.20,23.69,187149.00,269766.00,142188.00,104877.00,1122.8940,46.50,67.02,35.33,83311.0000,12939.0000,27051.0000,PERMIAN BASIN,Delaware Basin,NM,23,24S,29E,SWSW,,,,,9195.00000,13220.00000,4025.00,CENTURION PIPELINE L.P.,ENTERPRISE FIELD SERVICES L.L.C.,,,32.1974612,-103.9616232,32.1976250,-103.9472007
30015411850000,POKER LAKE UNIT,387H,POKER LAKE UNIT,XTO PERMIAN OPERATING LLC,EXXON MOBIL,XTO PERMIAN OPERATING LLC.,XOM,POKER LAKE,EDDY (NM),DELAWARE,DELAWARE,,L. BRUSHY CANYON,"DELAWARE, SOUTH","DELAWARE, SOUTH",3372.00,KB,3353.00,15621.00,7890.23,OIL,ACTIVE,1,128338654,COM,325589,2013-10-04,2013-10-31,H,8301.00,15554.00,7253.00,8038.21,7253.00,2013-12-01,2022-12-01,94,,,235.00,134.00,2247.00,24.00,PUMPING,2013-12-27,InitialPotentialTest,2013-12-27,InitialPotentialTest,21910.83,2,32711.00,2,16459.00,2,131.4650,2,3.02,4.51,2.27,274756.68,612646.00,172649.00,1631078.00,3548.51,1.6485,1648.5400,4451.00,837.00,12307.00,5317.80,1987.42,63256.33,99620.00,46653.00,350888.00,8.72,13.74,6.43,95877.67,159166.00,69350.00,537454.00,575.2660,13.22,21.94,9.56,35411.0000,8138.0000,99004.0000,PERMIAN BASIN,Delaware Basin,NM,18,25S,31E,NWNW,,,,,8301.00000,15620.00000,7319.00,PLAINS MARKETING L.P.,ENTERPRISE FIELD SERVICES L.L.C.,39.400000,,32.1357938,-103.8252410,32.1360280,-103.8512062
30015411630000,SALT DRAW 2 CN FEE,001H,SALT DRAW 2 CN FEE,MEWBOURNE OIL,MEWBOURNE OIL,MEWBOURNE OIL CO,,SAN LORENZO,EDDY (NM),DELAWARE,DELAWARE,,T. BONE SPRINGS,"BONE SPRING, NORTH","BONE SPRING, NORTH",2988.00,KB,2968.00,12804.00,8310.13,OIL,ACTIVE,1,128338567,COM,039758,2013-08-04,2013-09-23,H,8746.00,12750.00,4004.00,4797.59,4004.00,2013-09-01,2022-12-01,111,,,705.00,377.00,1224.00,24.00,GAS LIFT,2013-09-28,InitialPotentialTest,2013-09-28,InitialPotentialTest,12664.67,2,19048.00,2,9490.00,2,75.9880,2,3.16,4.76,2.37,163927.18,343717.00,106641.00,320376.00,3223.12,0.9836,983.5630,2675.00,1008.00,4750.00,2653.77,2007.17,34469.00,50568.00,26041.00,79369.00,8.61,12.63,6.50,49720.17,73603.00,37453.00,95887.00,298.3210,12.42,18.38,9.35,17510.0000,8775.0000,31158.0000,PERMIAN BASIN,Delaware Basin,NM,02,25S,28E,NENW,,,,,8746.00000,12751.00000,4005.00,PLAINS MARKETING L.P.,ENTERPRISE FIELD SERVICES L.L.C.,46.400000,,32.1664662,-104.0590455,32.1532795,-104.0591573
30015411580000,BODACIOUS BSM FEDERAL,001H,BODACIOUS BSM FEDERAL,EOG RESOURCES,EOG RESOURCES,EOG RESOURCES INC,EOG,WILDCAT-015 G-03 S252636M,EDDY (NM),DELAWARE,DELAWARE,,BONE SPRING,BONE SPRING,BONE SPRING,3303.00,KB,3278.00,12036.80,7806.90,OIL,ACTIVE,1,128281775,COM,323147,2013-04-04,2013-08-06,H,8205.00,11886.00,3681.00,4480.68,3681.00,2013-08-01,2022-12-01,111,,,250.00,206.00,619.00,24.00,FLOWING,2013-08-07,InitialPotentialTest,2013-08-07,InitialPotentialTest,20662.17,1,64724.00,2,15342.00,1,123.9730,1,5.61,17.58,4.17,292908.03,904140.00,142218.00,107091.00,6357.42,1.7574,1757.4480,2731.00,275.00,73.00,9930.91,6983.60,77670.83,187781.00,46374.00,41226.00,21.10,51.01,12.60,115168.50,312141.00,63145.00,53264.00,691.0110,31.29,84.80,17.15,36611.0000,4183.0000,1968.0000,PERMIAN BASIN,Delaware Basin,NM,01,26S,26E,SWSW,,,,,8205.00000,11886.00000,3681.00,LUCID ARTESIA COMPANY,LUCID ARTESIA COMPANY,,,32.0657948,-104.2533342,32.0781090,-104.2530792
30015411530000,SAN LORENZO 22 27 LE FEE,002H,SAN LORENZO 22 27 LE FEE,MEWBOURNE OIL,MEWBOURNE OIL,MEWBOURNE OIL CO,,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,T. WOLFCAMP,WOLFCAMP (GAS) (ABO,MULTIPLE,3005.00,KB,2985.00,14760.00,10521.20,GAS,P & A,2,"128281711,129775894",MULTIPLE,MULTIPLE,2013-06-20,2013-08-10,H,10668.00,14730.00,4062.00,4625.79,4062.00,2013-08-01,2022-12-01,113,,,2878.00,247.00,4004.00,24.00,FLOWING,2013-08-12,InitialPotentialTest,2013-08-12,InitialPotentialTest,21959.00,1,82350.00,1,8234.00,1,131.7540,1,5.41,20.27,2.03,318824.00,1211388.00,116926.00,360826.00,10360.30,1.9129,1912.9440,7314.00,386.00,2226.00,18948.19,8846.94,61725.67,221428.00,24821.00,73905.00,15.20,54.51,6.11,87213.67,308044.00,35873.00,94120.00,523.2820,21.47,75.84,8.83,66097.0000,4035.0000,22380.0000,PERMIAN BASIN,Delaware Basin,NM,22,25S,28E,NWSW,,,,,10668.00000,14730.00000,4062.00,MULTIPLE,MULTIPLE,,,32.1144073,-104.0814906,32.1016927,-104.0813843
30015411500000,SPUD 16 STATE,012H,SPUD 16 STATE,DEVON,DEVON ENERGY,"DEVON ENERGY PRODUCTION COMPANY, LP",DVN,LAGUNA SALADO,EDDY (NM),DELAWARE,DELAWARE,,BONE SPRING,BONE SPRING,BONE SPRING,2986.00,KB,2961.00,12898.00,7749.41,OIL,ACTIVE,1,128281715,COM,030668,2014-05-20,2015-02-13,H,8086.00,12766.00,4680.00,4525.45,4680.00,2015-04-01,2022-12-01,93,2015-01-30,2015-02-03,843.00,552.00,781.00,24.00,FLOWING,2015-03-04,InitialPotentialTest,2015-03-04,InitialPotentialTest,33989.17,1,108206.00,5,22017.00,1,203.9350,1,7.26,23.12,4.70,543215.66,2072296.00,197833.00,460005.00,10474.98,3.2593,3259.2940,6051.00,941.00,1200.00,6430.39,5178.93,163714.33,510914.00,78562.00,97084.00,34.98,109.17,16.79,250291.83,873887.00,104644.00,174023.00,1501.7510,53.48,186.73,22.36,66206.0000,11228.0000,29956.0000,PERMIAN BASIN,Delaware Basin,NM,16,23S,29E,NESE,,,,,8086.00000,12766.00000,4680.00,MARATHON OIL CO,"DCP OPERATING COMPANY, LP",42.500000,,32.3034934,-103.9832189,32.2998671,-103.9972283
30015411490000,SPUD 16 STATE,011H,SPUD 16 STATE,DEVON,DEVON ENERGY,"DEVON ENERGY PRODUCTION COMPANY, LP",DVN,LAGUNA SALADO,EDDY (NM),DELAWARE,DELAWARE,,BONE SPRING,BONE SPRING,BONE SPRING,2986.00,KB,2961.00,12470.00,7764.84,OIL,ACTIVE,1,128281714,COM,030668,2014-04-27,2014-08-30,H,7920.00,12330.00,4410.00,4308.94,4410.00,2015-02-01,2022-12-01,95,2014-08-16,2014-08-21,1421.00,920.00,1298.00,24.00,FLOWING,2014-09-11,InitialPotentialTest,2014-09-11,InitialPotentialTest,50789.67,3,145444.00,3,32042.00,2,304.7380,3,11.52,32.98,7.27,651354.52,2584983.00,220524.00,441276.00,11722.00,3.9081,3908.1270,13975.00,359.00,950.00,38927.58,2997.19,164948.67,424060.00,94272.00,33412.00,37.40,96.16,21.38,239813.00,688968.00,124985.00,74228.00,1438.8780,54.38,156.23,28.34,201802.0000,4207.0000,31906.0000,PERMIAN BASIN,Delaware Basin,NM,16,23S,29E,NESE,,,,,7920.00000,12330.00000,4410.00,MARATHON OIL CO,"DCP OPERATING COMPANY, LP",42.500000,,32.3034359,-103.9833175,32.3033952,-103.9972626
