"","api","sampler","distance","Well.Name","Well.Number","Lease.Name","Operator.Alias..Legacy.","Operator.Company.Name","Operator..Reported.","Operator.Ticker","Field","County.Parish","DI.Basin","DI.Play","DI.Subplay","Formation.at.Total.Depth","Target.Formation","Producing.Reservoir","Elevation","Elevation.Type","Ground.Elevation","Measured.Depth..TD.","True.Vertical.Depth","Production.Type","Well.Status","Producing.Entity.Count","Producing.Entity.ID","Producing.Entity.Type","Producing.Entity.Lease.Number","Spud.Date","Completion.Date","Drill.Type","Upper.Perforation","Lower.Perforation","Gross.Perforated.Interval","Horizontal.Length","DI.Lateral.Length","First.Prod.Date","Last.Prod.Date","Months.Produced","Start.Date..First.Treatment.Job.","End.Date..First.Treatment.Job.","First.Test.Gas.Volume","First.Test.Oil.Volume","First.Test.Water.Volume","First.Test.Hours.Tested","First.Test.Production.Method","First.Well.Test.Date","First.Reported.Test.Type","Last.Well.Test.Date","Last.Test.Type","Peak.BOE","Peak.BOE.Month.No.","Peak.Gas","Peak.Gas.Month.No.","Peak.Oil","Peak.Oil.Month.No.","Peak.MMCFGE","Peak.MMCFGE.Month.No.","Peak.BOE.per.perforated.Ft","Peak.Gas.per.perforated.Ft","Peak.Oil.per.perforated.Ft","Cum.BOE","Cum.Gas","Cum.Oil","Cum.Water","Cum.GOR","Cum.BCFGE","Cum.MMCFGE","Latest.Gas","Latest.Oil","Latest.Water","Latest.GOR","X2nd.Month.GOR","First.6.BOE","First.6.Gas","First.6.Oil","First.6.Water","First.6.BOE.per.perforated.Ft","First.6.Gas.per.perforated.Ft","First.6.Oil.per.perforated.Ft","First.12.BOE","First.12.Gas","First.12.Oil","First.12.Water","First.12.MMCFGE","First.12.BOE.per.perforated.Ft","First.12.Gas.per.perforated.Ft","First.12.Oil.per.perforated.Ft","Last.12.Gas","Last.12.Oil","Last.12.Water","AAPG.Geologic.Province","Play.Assessment.Basin","State","Section","Township","Range","Quarter.Quarter","District","Abstract","Block","Survey","Shallowest.Perforation","Deepest.Perforation","Gross.Perforated.Interval..Multiple.Prod.Entities.","Oil.Gatherer","Gas.Gatherer","Oil.Gravity","Gas.Gravity","lat.w","lon.w","Bottom.Hole.Latitude..WGS84.","Bottom.Hole.Longitude..WGS84.","V1.w","V2.w","lon.s","lat.s","V1.s","V2.s","2.5km"
"202",30015430970000,"oil well area #3",483.005547320151,"SPEEDWAGON 27 W2PA FEE","001H","SPEEDWAGON 27 W2PA FEE","MEWBOURNE OIL","MEWBOURNE OIL","MEWBOURNE OIL CO","","PURPLE SAGE","EDDY (NM)","DELAWARE","DELAWARE",NA,"T WOLFCAMP","GAS","MULTIPLE",3064,"KB",3037,15675,10604.2,"GAS","ACTIVE",2,"129026083,129775725","MULTIPLE","MULTIPLE","2017-08-10","2018-02-14","H",10951,15630,4679,5335.22,4679,"2018-02-01","2022-10-01",57,"","",2711,244,3002,24,"FLOWING","2018-02-19","InitialPotentialTest","2018-02-19","InitialPotentialTest",55268.83,2,222068,4,19716,2,331.613,2,11.81,47.46,4.21,687132.17,3196519,154379,978946,20705.66,4.1228,4122.793,19684,1150,6787,17116.52,10819.49,233731.33,1004516,66312,362652,49.95,214.69,14.17,350921.83,1559183,91058,534553,2105.531,75,333.23,19.46,326483,12152,100712,"PERMIAN BASIN","Delaware Basin","NM",34,"23S",28,"NENE",NA,NA,NA,NA,NA,NA,NA,"MULTIPLE","MULTIPLE",NA,NA,32.268154,-104.0681035,32.282817,-104.0683544,587767.138102623,3570540.2507552,-104.070258300466,32.272107693384,587560.39114406,3570976.77114861,TRUE
"203",30015431620000,"mid-south #2 (BLM)",2280.47052553497,"SCOTT WALKER STATE 36 22S 27E RB","204H","SCOTT WALKER STATE 36 22S 27E RB","MATADOR","MATADOR RESOURCES","MATADOR PRODUCTION COMPANY","MTDR","PURPLE SAGE","EDDY (NM)","DELAWARE","DELAWARE",NA,"T. WOLFCAMP","UPPER WOLFCAMP","MULTIPLE",3103.5,"KB",3076,13760,9379.94,"GAS","ACTIVE",2,"129042885,129107694","MULTIPLE","MULTIPLE","2015-06-28","2015-09-13","H",9547,13615,4068,4501.51,4068,"2015-09-01","2022-10-01",85,"2015-09-02","2015-09-05",898,354,2243,24,"FLOWING","2015-09-29","InitialPotentialTest","2015-09-29","InitialPotentialTest",13982.67,2,22150,2,10291,2,83.896,2,3.44,5.44,2.53,171469.54,364077,110790,1018947,3286.19,1.0288,1028.817,3673,424,6221,8662.74,2152.37,46162.5,71985,34165,250864,11.35,17.7,8.4,72313.5,130893,50498,395528,433.881,17.78,32.18,12.41,32492,5108,73520,"PERMIAN BASIN","Delaware Basin","NM",36,"22S",27,"SWSW",NA,NA,NA,NA,9547,13615,4068,"MULTIPLE","MULTIPLE",NA,NA,32.3425382,-104.15002,32.3437481,-104.1355151,579986.5070624,3578721.91308856,-104.126102741799,32.3458448994836,582234.299210755,3579106.58993427,TRUE
"204",30015433060000,"oil well area #3",1502.82495546686,"B BANKER 33 23S 28E RB","221H","B BANKER 33 23S 28E RB","MATADOR","MATADOR RESOURCES","MATADOR PRODUCTION COMPANY","MTDR","PURPLE SAGE","EDDY (NM)","DELAWARE","DELAWARE",NA,"T. WOLFCAMP","WOLFCAMP, S (G)(ABOLI","MULTIPLE",3091.5,"KB",3064,15151,10344.2,"GAS","ACTIVE",2,"129080569,129784237","MULTIPLE","MULTIPLE","2016-04-19","2016-06-06","H",10743,14994,4251,4746.28,4251,"2016-06-01","2022-10-01",77,"2016-05-25","2016-06-06",6562,515,4208,24,"FLOWING","2016-06-14","InitialPotentialTest","2016-06-14","InitialPotentialTest",29518.67,2,112786,2,10721,2,177.112,2,6.94,26.53,2.52,424105.7,1885390,109874,787309,17159.56,2.5446,2544.634,10430,189,3602,55185.19,10520.1,133103.5,529707,44819,249340,31.31,124.61,10.54,195930.83,783815,65295,344236,1175.585,46.09,184.38,15.36,129665,2183,45834,"PERMIAN BASIN","Delaware Basin","NM",33,"23S",28,"NENE",NA,NA,NA,NA,10743,14994,4251,"MULTIPLE","MULTIPLE",NA,NA,32.2667152,-104.0848974,32.2677159,-104.1002066,586186.769596586,3570367.14282653,-104.070258300466,32.272107693384,587560.39114406,3570976.77114861,TRUE
"205",30015433790000,"South #3 (State)",1483.17775083904,"DR K 24 23S 27E RB","206H","DR K 24 23S 27E RB","MATADOR","MATADOR RESOURCES","MATADOR PRODUCTION COMPANY","MTDR","PURPLE SAGE","EDDY (NM)","DELAWARE","DELAWARE",NA,"T. WOLFCAMP","WOLFCAMP (G)(ABOLISH","WOLFCAMP (GAS)",3153.5,"KB",3127,14350,9408.66,"GAS","ACTIVE",1,"129093593","COM","315274","2016-05-12","2016-06-17","H",9879,14203,4324,5398.12,4324,"2016-06-01","2022-10-01",77,"2016-06-13","2016-06-13",1800,732,3399,24,"FLOWING","2016-06-27","InitialPotentialTest","2016-06-27","InitialPotentialTest",24803.83,2,35447,2,18896,2,148.823,2,5.74,8.2,4.37,389125.17,957265,229581,1270521,4169.62,2.3348,2334.751,8154,856,10343,9525.7,1875.9,95233.83,145955,70908,241066,22.02,33.75,16.4,160951,285972,113289,442623,965.706,37.22,66.14,26.2,101561,9160,94428,"PERMIAN BASIN","Delaware Basin","NM",23,"23S",27,"NESE",NA,NA,NA,NA,9879,14203,4324,"PLAINS MARKETING, L.P.","BP AMERICA INC",44.7,NA,32.2894112,-104.1534822,32.2926863,-104.1364453,579707.208766142,3572830.03324206,-104.169152806101,32.290761317615,578230.476659929,3572968.15828346,TRUE
"206",30015434190000,"Malaga, churcjh",1877.93623326024,"JOURNEY 12 B2MP FEE","001H","JOURNEY 12 B2MP FEE","MEWBOURNE OIL","MEWBOURNE OIL","MEWBOURNE OIL CO","","MALAGA","EDDY (NM)","DELAWARE","DELAWARE",NA,"T. BONE SPRINGS","BONE SPRING, NORTH","BONE SPRING, NORTH",3002,"KB",2975,12710,8408.9,"OIL","ACTIVE",1,"129107739","COM","315316","2015-12-12","2016-06-30","H",8454,12675,4221,4637.76,4221,"2016-06-01","2022-10-01",77,"","",201,275,2157,24,"GAS LIFT","2016-07-12","InitialPotentialTest","2016-07-12","InitialPotentialTest",18045.5,3,22964,16,14759,3,108.273,3,4.28,5.44,3.5,362074.14,628261,257364,976321,2441.14,2.1724,2172.445,8834,1743,25041,5068.27,1277.19,80966,95934,64977,173309,19.18,22.73,15.39,124268,148854,99459,238444,745.608,29.44,35.27,23.56,51778,13646,154663,"PERMIAN BASIN","Delaware Basin","NM",12,"24S",28,"SWSW",NA,NA,NA,NA,8454,12675,4221,"HOLLY TRANSPORTATION, LLC","CRESTWOOD NEW MEXICO PIPELINE LLC",46,NA,32.2268103,-104.0480758,32.227513,-104.0331018,589694.078227534,3565973.71679213,-104.067871176949,32.2248533179643,587830.689105934,3565740.42410538,TRUE
"207",30015434630000,"Malaga, churcjh",1631.44310899073,"JANIE CONNER 13 24S 28E RB","201H","JANIE CONNER 13 24S 28E RB","MATADOR","MATADOR RESOURCES","MATADOR PRODUCTION COMPANY","MTDR","PURPLE SAGE","EDDY (NM)","DELAWARE","DELAWARE",NA,"T. WOLFCAMP","WOLFCAMP,NW (G)ABOL","MULTIPLE",3004.5,"KB",2976,14915,9758.03,"GAS","ACTIVE",2,"129118627,129784229","MULTIPLE","MULTIPLE","2016-05-24","2016-08-11","H",10243,14765,4522,5392.72,4522,"2016-08-01","2022-10-01",75,"2016-07-17","2016-08-11",1995,950,5602,24,"FLOWING","2016-08-18","InitialPotentialTest","2016-08-18","InitialPotentialTest",29054,2,44142,2,21697,2,174.324,2,6.43,9.76,4.8,494820.52,980235,331448,1557625,2957.43,2.9689,2968.923,6549,1347,6544,4861.92,2034.47,128553.33,203882,94573,323290,28.43,45.09,20.91,191491.17,294187,142460,594430,1148.947,42.35,65.06,31.5,103638,16834,83292,"PERMIAN BASIN","Delaware Basin","NM",14,"24S",28,"NENE",NA,NA,NA,NA,10243,14765,4522,"MULTIPLE","MULTIPLE",NA,NA,32.2238579,-104.0505981,32.2239328,-104.0331609,589459.299793159,3565644.33119549,-104.067871176949,32.2248533179643,587830.689105934,3565740.42410538,TRUE
"208",30015434640000,"oil well area #3",1927.03270412938,"YARDBIRDS 34 W2OB FEE","001H","YARDBIRDS 34 W2OB FEE","MEWBOURNE OIL","MEWBOURNE OIL","MEWBOURNE OIL CO","","PURPLE SAGE","EDDY (NM)","DELAWARE","DELAWARE",NA,"WOLFCAMP, S (G)(ABOLI","WOLFCAMP, S (G)(ABOLI","MULTIPLE",3052,"KB",3025,15090,10514,"GAS","ACTIVE",2,"129118628,129775697","MULTIPLE","MULTIPLE","2016-03-02","2016-06-09","H",10704,15065,4361,3772.97,4361,"2016-06-01","2022-10-01",77,"","",3256,249,1812,24,"FLOWING","2016-06-12","InitialPotentialTest","2016-06-12","InitialPotentialTest",38635.83,5,157781,5,14741,2,231.815,5,8.86,36.18,3.38,737116.01,3229644,198842,880471,16242.26,4.4227,4422.696,12440,697,4164,17847.92,9545.42,195418.5,772479,66672,258787,44.81,177.13,15.29,319495.5,1304343,102105,390432,1916.973,73.26,299.09,23.41,183350,9222,54027,"PERMIAN BASIN","Delaware Basin","NM",34,"23S",28,"SWSE",NA,NA,NA,NA,10704,15065,4361,"MULTIPLE","MULTIPLE",NA,NA,32.2549239,-104.0733464,32.2641167,-104.0676974,587285.998994459,3569069.37397156,-104.070258300466,32.272107693384,587560.39114406,3570976.77114861,TRUE
"209",30015434940000,"Loving, school",1894.62879169661,"FOREIGNER 33 4 W2LM FEE","001H","FOREIGNER 33 4 W2LM FEE","MEWBOURNE OIL","MEWBOURNE OIL","MEWBOURNE OIL CO","","PURPLE SAGE","EDDY (NM)","DELAWARE","DELAWARE",NA,"T. WOLFCAMP","WOLFCAMP, S (G)(ABOLI","MULTIPLE",3128,"KB",3101,17659,10518.62,"GAS","ACTIVE",2,"129536484,129775693","MULTIPLE","MULTIPLE","2016-01-17","2016-08-12","H",10588,17625,7037,7374.04,7037,"2016-08-01","2022-10-01",74,"","",2854,305,2490,24,"FLOWING","2016-08-14","InitialPotentialTest","2016-08-14","InitialPotentialTest",49036.5,3,169431,3,20798,3,294.219,3,6.97,24.08,2.96,1025829.66,4161352,332271,1781045,12523.97,6.155,6154.978,32887,1244,9790,26436.5,8226.75,243656.83,856343,100933,379509,34.63,121.69,14.34,416884.33,1523942,162894,673886,2501.306,59.24,216.56,23.15,388072,17184,157556,"PERMIAN BASIN","Delaware Basin","NM",33,"23S",28,"NWSW",NA,NA,NA,NA,10588,17625,7037,"MULTIPLE","MULTIPLE",NA,NA,32.2609558,-104.0993729,32.2407,-104.0985261,584828.737564148,3569717.16186184,-104.096350965287,32.2778525828161,585097.605916466,3571592.61595818,TRUE
"210",30015434950000,"Loving, school",1150.3469863221,"LOVING TOWNSITE 21 W0PA FEE","002H","LOVING TOWNSITE 21 W0PA FEE","MEWBOURNE OIL","MEWBOURNE OIL","MEWBOURNE OIL CO","","PURPLE SAGE","EDDY (NM)","DELAWARE","DELAWARE",NA,"WOLFCAMP","WOLFCAMP (GAS)","MULTIPLE",3054,"KB",3035,14540,9633.3,"GAS","ACTIVE",2,"129536485,129775691","MULTIPLE","MULTIPLE","2017-03-28","2017-06-08","H",9890,14480,4590,5210.62,4590,"2017-06-01","2022-10-01",65,"","",716,217,217,24,"F","2017-06-13","InitialPotentialTest","2017-06-13","InitialPotentialTest",63880.83,24,97925,24,47560,24,383.285,24,13.92,21.33,10.36,673836.69,1281508,460252,2007481,2784.36,4.043,4043.02,10055,1144,12304,8789.34,1519.88,120367.83,160775,93572,350289,26.22,35.03,20.39,214387.5,350541,155964,585479,1286.325,46.71,76.37,33.98,157437,18046,245727,"PERMIAN BASIN","Delaware Basin","NM",28,"23S",28,"NENE",NA,NA,NA,NA,9890,14480,4590,"MULTIPLE","MULTIPLE",NA,NA,32.2830798,-104.085799,32.2973952,-104.0863118,586086.393984044,3572180.49038895,-104.096350965287,32.2778525828161,585097.605916466,3571592.61595818,TRUE
"211",30015434960000,"Loving, school",1190.29751374635,"LOVING TOWNSITE 21 W2PA FEE","001H","LOVING TOWNSITE 21 W2PA FEE","MEWBOURNE OIL","MEWBOURNE OIL","MEWBOURNE OIL CO","","PURPLE SAGE","EDDY (NM)","DELAWARE","DELAWARE",NA,"T. WOLFCAMP","GAS","MULTIPLE",3054,"KB",3035,15550,10502.5,"GAS","ACTIVE",2,"129536486,129775891","MULTIPLE","MULTIPLE","2017-02-28","2017-06-08","H",9489,15506,6017,5211.89,6017,"2017-06-01","2022-10-01",65,"","",NA,NA,NA,NA,"","","","","",42391,2,165774,2,14762,2,254.346,2,7.05,27.55,2.45,594621.7,2624014,157286,1065473,16683.07,3.5677,3567.73,16964,660,7169,25703.03,11229.78,178851.17,725161,57991,323823,29.72,120.52,9.64,273211.5,1138959,83385,505985,1639.269,45.41,189.29,13.86,256708,9389,94060,"PERMIAN BASIN","Delaware Basin","NM",28,"23S",28,"NENE",NA,NA,NA,NA,10893,15506,4613,"MULTIPLE","MULTIPLE",NA,NA,32.2830798,-104.0853107,32.2973925,-104.0860236,586132.376794843,3572180.88239483,-104.096350965287,32.2778525828161,585097.605916466,3571592.61595818,TRUE
"212",30015434970000,"Loving, Conoco",195.965023883819,"WHITESNAKE 20 21 W2BC FEE","001H","WHITESNAKE 20 21 W2BC FEE","MEWBOURNE OIL","MEWBOURNE OIL","MEWBOURNE OIL CO","","PURPLE SAGE","EDDY (NM)","DELAWARE","DELAWARE",NA,"WOLFCAMP","WOLFCAMP (GAS)","MULTIPLE",3076,"KB",3049,15195,10401.2,"GAS","ACTIVE",2,"129536553,129775889","MULTIPLE","MULTIPLE","2018-01-11","2018-07-06","H",10619,15155,4536,5390.56,4536,"2018-07-01","2022-10-01",52,"","",4979,416,3861,24,"FLOWING","2018-07-10","InitialPotentialTest","2018-07-10","InitialPotentialTest",43729.33,2,183302,2,15679,1,262.376,2,9.64,40.41,3.46,463511.72,2097184,113981,801963,18399.42,2.7811,2781.07,14672,631,6536,23251.98,13908.64,182957.67,764770,55496,306081,40.33,168.6,12.23,245184.67,1036690,72403,396585,1471.108,54.05,228.55,15.96,233434,9784,81836,"PERMIAN BASIN","Delaware Basin","NM",20,"23S",28,"NENW",NA,NA,NA,NA,NA,NA,NA,"MULTIPLE","MULTIPLE",NA,NA,32.296201,-104.111007,32.2969058,-104.0935824,583700.524000658,3573615.06630133,-104.108931792669,32.296066708746,583896.039563395,3573601.80148647,TRUE
"213",30015434990000,"Loving, school",1911.01175007697,"FOREIGNER 33 4 W2JO FEE COM","001H","FOREIGNER 33 4 W2JO FEE COM","MEWBOURNE OIL","MEWBOURNE OIL","MEWBOURNE OIL CO","","PURPLE SAGE","EDDY (NM)","DELAWARE","DELAWARE",NA,"T. WOLFCAMP","WOLFCAMP, S (G)(ABOLI","MULTIPLE",3108,"KB",3081,17575,10554.98,"GAS","ACTIVE",2,"129536487,129775692","MULTIPLE","MULTIPLE","2016-04-30","2016-08-23","H",10680,17541,6861,7354.26,6861,"2016-08-01","2022-10-01",74,"","",4575,430,2433,24,"FLOWING","2016-08-25","InitialPotentialTest","2016-08-25","InitialPotentialTest",51171.67,3,192016,3,19169,3,307.03,3,7.46,27.99,2.79,923838.99,3864714,279720,1331314,13816.37,5.543,5543.034,25984,1146,10642,22673.65,9738.97,230454,884430,83049,304103,33.59,128.91,12.1,390223,1544964,132729,494485,2341.338,56.88,225.18,19.35,280164,13204,150998,"PERMIAN BASIN","Delaware Basin","NM",33,"23S",28,"NWSE",NA,NA,NA,NA,10680,17541,6861,"MULTIPLE","MULTIPLE",NA,NA,32.2612636,-104.0908339,32.2410513,-104.090506,585632.753479661,3569758.06342567,-104.096350965287,32.2778525828161,585097.605916466,3571592.61595818,TRUE
"214",30015435050000,"Malaga, churcjh",2039.65286236736,"TIGER 14 24S 28E RB","227H","TIGER 14 24S 28E RB","MATADOR","MATADOR RESOURCES","MATADOR PRODUCTION COMPANY","MTDR","PURPLE SAGE","EDDY (NM)","DELAWARE","DELAWARE",NA,"BLAIR SHALE GT (ACTUAL)","WOLFCAMP, S (G)(ABOLI","MULTIPLE",3003.5,"KB",2975,15622,10662.17,"GAS","ACTIVE",2,"129536570,129784202","MULTIPLE","MULTIPLE","2016-03-04","2016-05-24","H",10886,15472,4586,5074.86,4586,"2016-05-01","2022-10-01",76,"","",7131,623,4241,24,"FLOWING","2016-05-31","InitialPotentialTest","2016-05-31","InitialPotentialTest",29604.5,3,112899,3,10788,3,177.627,3,6.46,24.62,2.35,551629.66,2341006,161462,724807,14498.8,3.3098,3309.778,15100,620,2863,24354.84,10465.24,105974.33,414566,36880,175128,23.11,90.4,8.04,191339,760740,64549,282623,1148.034,41.72,165.88,14.08,157116,8902,39069,"PERMIAN BASIN","Delaware Basin","NM",14,"24S",28,"NESE",NA,NA,NA,NA,10886,15472,4586,"MULTIPLE","MULTIPLE",NA,NA,32.2146,-104.0499,32.2136088,-104.0662664,589534.156402707,3564618.64740398,-104.067871176949,32.2248533179643,587830.689105934,3565740.42410538,TRUE
"215",30015435550100,"South #3 (State)",1038.06938822326,"FOREHAND RANCH 22 STATE","008H","FOREHAND RANCH 22 STATE","CAZA OPERATING","CAZA PETROLEUM","CAZA OPERATING, LLC","","PURPLE SAGE","EDDY (NM)","DELAWARE","DELAWARE",NA,"WOLFCAMP","","MULTIPLE",3176,"KB",3149,16790,9180,"GAS","ACTIVE",2,"129536458,129784102","MULTIPLE","MULTIPLE","2017-04-06","2017-12-24","H",10078,16671,6593,7359.51,6593,"2018-01-01","2022-10-01",57,"2017-12-24","2017-12-24",NA,NA,NA,NA,"","","","","",26287.5,2,45561,2,18694,2,157.725,2,3.99,6.91,2.84,361911.66,870670,216800,1169385,4016.01,2.1715,2171.47,6152,978,9033,6290.39,2437.2,115512.83,200489,82098,356328,17.52,30.41,12.45,173472.83,323477,119560,548027,1040.837,26.31,49.06,18.13,119982,13742,101546,"PERMIAN BASIN","","NM",22,"23S",27,"NESW",NA,NA,NA,NA,NA,NA,NA,"MULTIPLE","MULTIPLE",NA,NA,32.2895672,-104.1800869,32.2695916,-104.1838408,577201.931336191,3572827.86369418,-104.169152806101,32.290761317615,578230.476659929,3572968.15828346,TRUE
"216",30015436150000,"Malaga, churcjh",2039.5738602073,"JANIE CONNER 13 24S 28E RB","207H","JANIE CONNER 13 24S 28E RB","MATADOR","MATADOR RESOURCES","MATADOR PRODUCTION COMPANY","MTDR","PURPLE SAGE","EDDY (NM)","DELAWARE","DELAWARE",NA,"T. WOLFCAMP","WOLFCAMP,NW (G)ABOL","MULTIPLE",3003.5,"KB",2975,14658,9771.64,"GAS","ACTIVE",2,"129562303,129784269","MULTIPLE","MULTIPLE","2016-03-05","2016-05-22","H",10050,14504,4454,5263.21,4454,"2016-05-01","2022-10-01",78,"2016-05-04","2016-05-08",2585,1094,4235,24,"FLOWING","2016-05-31","InitialPotentialTest","2016-05-31","InitialPotentialTest",33631,2,55680,2,24351,2,201.786,2,7.55,12.5,5.47,441954.37,949808,283653,1310981,3348.49,2.6517,2651.726,11166,1718,3440,6499.42,2286.56,135579.5,213843,99939,307814,30.44,48.01,22.44,187889.67,287848,139915,421703,1127.338,42.18,64.63,31.41,105214,12300,58077,"PERMIAN BASIN","Delaware Basin","NM",14,"24S",28,"NESE",NA,NA,NA,NA,10050,14504,4454,"MULTIPLE","MULTIPLE",NA,NA,32.2142754,-104.0501633,32.2136012,-104.033165,589509.660952778,3564582.44523305,-104.067871176949,32.2248533179643,587830.689105934,3565740.42410538,TRUE
"217",30015436930000,"Malaga, churcjh",1125.56890676127,"GUITAR 10 24 28 RB","222H","GUITAR 10 24 28 RB","MATADOR","MATADOR RESOURCES","MATADOR PRODUCTION COMPANY","MTDR","PURPLE SAGE","EDDY (NM)","DELAWARE","DELAWARE",NA,"T. WOLFCAMP","WOLFCAMP, S (G)(ABOLI","MULTIPLE",3022.5,"KB",2994,15214,10407.15,"GAS","ACTIVE",2,"129580330,129784186","MULTIPLE","MULTIPLE","2016-03-24","2016-06-13","H",10682,15058,4376,4892.49,4376,"2016-06-01","2022-10-01",77,"2016-05-31","2016-06-06",4804,700,2185,24,"FLOWING","2016-08-12","InitialPotentialTest","2016-08-12","InitialPotentialTest",31988.33,3,103388,3,14757,3,191.93,3,7.31,23.63,3.37,505081.32,1979558,175155,684122,11301.75,3.0305,3030.488,8730,359,1445,24317.55,8914.43,128741.33,433220,56538,198475,29.42,99,12.92,201980.33,704372,84585,300554,1211.882,46.16,160.96,19.33,161939,8081,39018,"PERMIAN BASIN","Delaware Basin","NM",10,"24S",28,"SENE",NA,NA,NA,NA,10682,15058,4376,"MULTIPLE","MULTIPLE",NA,NA,32.2350039,-104.0675929,32.2354233,-104.0834071,587847.144354109,3566865.87272201,-104.067871176949,32.2248533179643,587830.689105934,3565740.42410538,TRUE
"218",30015437200000,"South #3 (State)",197.555567338187,"FOREHAND RANCH 22 FEDERAL COM","006H","FOREHAND RANCH 22 FEDERAL COM","CAZA OPERATING","CAZA PETROLEUM","CAZA OPERATING, LLC","","PURPLE SAGE","EDDY (NM)","DELAWARE","DELAWARE",NA,"T. WOLFCAMP","WOLFCAMP (GAS)","WOLFCAMP (GAS)",3172,"KB",3145,16042,9151.18,"GAS","ACTIVE",1,"129580355","COM","316111","2016-11-16","2017-02-12","H",9700,16042,6342,7171.08,6342,"2017-03-01","2022-10-01",66,"","",2804,423,1483,24,"GAS LIFT","2017-03-11","InitialPotentialTest","2017-03-11","InitialPotentialTest",18124.67,2,32644,2,12920,1,108.748,2,2.86,5.15,2.04,237911,567336,143355,1118641,3957.56,1.4275,1427.466,2520,409,3700,6161.37,2573.64,78708.83,151973,53380,299906,12.41,23.96,8.42,111110,228168,73082,458634,666.66,17.52,35.98,11.52,55309,7517,89140,"PERMIAN BASIN","Delaware Basin","NM",22,"23S",27,"NESE",NA,NA,NA,NA,9700,16042,6342,"","",NA,NA,32.289346,-104.1704277,32.2696927,-104.1721959,578111.645818886,3572810.3373932,-104.169152806101,32.290761317615,578230.476659929,3572968.15828346,TRUE
"219",30015437560000,"Malaga, churcjh",1636.70490143206,"JANIE CONNER 13 24S 28E RB","221H","JANIE CONNER 13 24S 28E RB","MATADOR","MATADOR RESOURCES","MATADOR PRODUCTION COMPANY","MTDR","PURPLE SAGE","EDDY (NM)","DELAWARE","DELAWARE",NA,"T. WOLFCAMP","WOLFCAMP,NW (G)ABOL","MULTIPLE",3004.5,"KB",2976,16043,10749.87,"GAS","ACTIVE",2,"129589836,129784242","MULTIPLE","MULTIPLE","2016-05-21","2016-08-10","H",11360,15882,4522,5420.98,4522,"2016-08-01","2022-10-01",75,"2016-07-24","2016-08-10",9001,884,4461,24,"FLOWING","2016-08-19","InitialPotentialTest","2016-08-19","InitialPotentialTest",54282,2,199518,2,21029,2,325.692,2,12,44.12,4.65,652746.01,2596572,219984,763698,11803.46,3.9165,3916.476,13432,787,3765,17067.34,9487.76,244514,921354,90955,241150,54.07,203.75,20.11,354528.67,1347916,129876,400938,2127.172,78.4,298.08,28.72,150514,9312,44212,"PERMIAN BASIN","Delaware Basin","NM",14,"24S",28,"NENE",NA,NA,NA,NA,11360,15882,4522,"MULTIPLE","MULTIPLE",NA,NA,32.2239874,-104.0505325,32.2240189,-104.0330037,589465.35446955,3565658.74128364,-104.067871176949,32.2248533179643,587830.689105934,3565740.42410538,TRUE
"220",30015438170000,"oil well area #3",1611.04517050908,"B BANKER 33 23S 28E RB","226H","B BANKER 33 23S 28E RB","MATADOR","MATADOR RESOURCES","MATADOR PRODUCTION COMPANY","MTDR","PURPLE SAGE","EDDY (NM)","DELAWARE","DELAWARE",NA,"WOLFCAMP","GAS","MULTIPLE",3087,"KB",3058,14350,9579.63,"GAS","ACTIVE",2,"129598785,129784265","MULTIPLE","MULTIPLE","2016-07-20","2016-08-29","H",9957,14208,4251,4958.84,4251,"2016-08-01","2022-10-01",75,"2016-08-21","2016-08-21",2042,1006,5210,24,"FLOWING","2016-09-06","InitialPotentialTest","2016-09-06","InitialPotentialTest",30892.5,2,44343,2,23502,2,185.355,2,7.27,10.43,5.53,486116.33,887360,338223,1499882,2623.59,2.9167,2916.698,5849,1712,15117,3416.47,1886.78,120834.17,178789,91036,330258,28.42,42.06,21.42,192276.17,307693,140994,525210,1153.657,45.23,72.38,33.17,51295,22405,157719,"PERMIAN BASIN","Delaware Basin","NM",33,"23S",28,"SENE",NA,NA,NA,NA,NA,NA,NA,"MULTIPLE","MULTIPLE",NA,NA,32.263667,-104.084182,32.2625963,-104.1001738,586257.033875142,3570029.81477635,-104.070258300466,32.272107693384,587560.39114406,3570976.77114861,TRUE
